,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Poster,Metascore,imdbRating,BoxOffice,Production
241,Boogie,2008,Not Rated,19 Sep 2008,103 min,"Comedy, Drama",Radu Muntean,"Alexandru Baciu, Radu Muntean, Razvan Radulescu","Dragos Bucur, Anamaria Marinca, Mimi Branescu","On his spring break at the seaside, with his wife and his four year old son, Bogdan Ciocazanu runs into his best friends from high-school at the precise date and time that reminds all of them of their most glorious drinking trips and",Romanian,https://m.media-amazon.com/images/M/MV5BMTkxNjkzMTA3NV5BMl5BanBnXkFtZTcwNjY0MjE3Mg@@._V1_SX300.jpg,N/A,7.1,"$3,679,849",N/A
242,Reminiscence,2021,PG-13,20 Aug 2021,116 min,"Mystery, Romance, Sci-Fi",Lisa Joy,Lisa Joy,"Hugh Jackman, Rebecca Ferguson, Thandiwe Newton","Nick Bannister, a private investigator of the mind, navigates the alluring world of the past when his life is changed by new client Mae. A simple case becomes an obsession after she disappears and he fights to learn the truth about h","English, Mandarin, Spanish",https://m.media-amazon.com/images/M/MV5BODBkMTNmMmQtYTNlMy00OTRhLWE5MzgtYTZlMTUyYzY1MzkzXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,46,5.9,"$3,186,668",N/A
243,12 Mighty Orphans,2021,PG-13,18 Jun 2021,118 min,"History, Sport",Ty Roberts,"Jim Dent, Ty Roberts, Lane Garrison","Luke Wilson, Vinessa Shaw, Wayne Knight","Haunted by his mysterious past, a devoted high school football coach leads a scrawny team of orphans to the state championship during the Great Depression and inspires a broken nation along the way.",English,https://m.media-amazon.com/images/M/MV5BZWMxNzA1NWEtYjgwMC00ZjkwLTljYjYtN2E3ZWIzODJlN2Y4XkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,44,6.9,"$3,163,362",N/A
244,Pig,2021,R,16 Jul 2021,92 min,"Drama, Thriller",Michael Sarnoski,"Vanessa Block, Michael Sarnoski","Nicolas Cage, Alex Wolff, Adam Arkin",A truffle hunter who lives alone in the Oregonian wilderness must return to his past in Portland in search of his beloved foraging pig after she is kidnapped.,English,https://m.media-amazon.com/images/M/MV5BOTc2NjRmN2QtMGY1Ny00MTc2LWJmMWUtZmViOTkyNjk2NGExXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg,82,7.0,"$3,149,935",N/A
245,The Girl Who Believes in Miracles,2021,PG,02 Apr 2021,100 min,"Drama, Family",Richard Correll,"Richard Correll, G.M. Mercier","Mira Sorvino, Austyn Johnson, Kevin Sorbo","When young Sara hears a preacher say faith can move mountains, she starts praying. Suddenly, people in her town are mysteriously healed - but fame soon takes its toll.",English,https://m.media-amazon.com/images/M/MV5BMzAzMTAxZGUtMGY0OS00MTk1LTlkMTMtMzNhYmRlZDVhNTA3XkEyXkFqcGdeQXVyMTQ3ODkwMjc@._V1_SX300.jpg,N/A,5.3,"$2,913,328",N/A
246,Voyagers,2021,PG-13,09 Apr 2021,108 min,"Adventure, Sci-Fi, Thriller",Neil Burger,Neil Burger,"Colin Farrell, Tye Sheridan, Lily-Rose Depp","A crew of astronauts on a multi-generational mission descend into paranoia and madness, not knowing what is real or not.",English,https://m.media-amazon.com/images/M/MV5BZDIzODQyODQtYzIyYy00MDE5LWJmZjMtMDRmYTRkNzAyZjAzXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,44,5.4,"$2,807,494",N/A
247,Dream Horse,2020,PG,21 May 2021,113 min,"Biography, Comedy, Drama",Euros Lyn,Neil McKay,"Toni Collette, Owen Teale, Alan David","Dream Alliance is an unlikely race horse bred by small-town Welsh bartender Jan Vokes. With no experience, Jan convinces her neighbors to chip in their meager earnings to help raise Dream in the hopes he can compete with the racing e",English,https://m.media-amazon.com/images/M/MV5BOTQ5MmRlYWItZmNiYS00ZmE5LTg4NjAtZjZjZjNjYTRhMDY1XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,68,6.9,"$2,753,985","Red Sky Studios, Nook Lane Entertainment, MK1 Productions"
248,Here Today,2021,PG-13,07 May 2021,117 min,"Comedy, Drama",Billy Crystal,"Alan Zweibel, Billy Crystal","Billy Crystal, Chad Jennings, Dierdre Friel","When veteran comedy writer Charlie Burnz meets New York street singer Emma Payge, they form an unlikely yet hilarious and touching friendship that kicks the generation gap aside and redefines the meaning of love and trust.",English,https://m.media-amazon.com/images/M/MV5BODdjZGY0NzgtZjZjMS00NTQ2LWI4ZDYtNmY5MTk0MmY3ZDQ4XkEyXkFqcGdeQXVyMTA3MzQ4MTg0._V1_SX300.jpg,40,6.5,"$2,657,850",N/A
249,Finding You,2021,PG,14 May 2021,119 min,"Drama, Romance",Brian Baugh,"Jenny B. Jones, Brian Baugh","Rose Reid, Jedidiah Goodacre, Katherine McNamara",Violinist Finley Sinclair travels to an Irish coastal village to begin her semester studying abroad. At the B&amp;B run by her host family she encounters the gregarious and persistent heartthrob movie star Beckett Rush.,English,https://m.media-amazon.com/images/M/MV5BNzk3ZWRiMjMtYWNhZS00N2U0LWI2YTYtMDliMzU5ZWZjZWFmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,41,6.1,"$2,577,830",N/A
250,The Card Counter,2021,R,10 Sep 2021,111 min,"Action, Crime, Drama",Paul Schrader,Paul Schrader,"Oscar Isaac, Tiffany Haddish, Tye Sheridan","Redemption is the long game in Paul Schrader's THE CARD COUNTER. Told with Schrader's trademark cinematic intensity, the revenge thriller tells the story of an ex-military interrogator turned gambler haunted by the ghosts of his past",English,https://m.media-amazon.com/images/M/MV5BNTMyNzQ4MmUtMmJiYy00YjlmLWJiMzktNjc1MGNlMzBjYjhiXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,78,N/A,"$1,029,591",N/A
251,Land,2021,PG-13,12 Feb 2021,89 min,"Adventure, Drama",Robin Wright,"Jesse Chatham, Erin Dignam","Robin Wright, Demián Bichir, Sarah Dawn Pledge","A bereaved woman seeks out a new life, off the grid in Wyoming.",English,https://m.media-amazon.com/images/M/MV5BMDk4YmZiZjYtMjgxMi00ZWU4LTk5MTQtMTBjOTZiOGUxOTM2XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,61,6.6,"$2,320,649",N/A
252,The Eyes of Tammy Faye,2000,PG-13,01 Oct 2000,79 min,"Documentary, Biography","Fenton Bailey, Randy Barbato",N/A,"RuPaul, Tammy Faye Bakker, Virginia Fairchild","Twelve years after the dramatic collapse of the Christian empire of Jim and Tammy Faye Bakker, this documentary tells for the first time what really happened when they lost control of the first and most successful TV ministry of its ",English,https://m.media-amazon.com/images/M/MV5BOGY2OTg4OGUtZDU3ZC00YWJjLWExNjctNzBiMzJkMWY0N2UxXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg,69,7.2,"$2,143,000",N/A
253,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,PG-13,02 Jul 2021,118 min,"Documentary, Music",Questlove,N/A,"Roy Ayers, Ethel Beatty, Barbara Bland-Acosta","Summer Of Soul (...Or, When The Revolution Could Not Be Televised) is a feature documentary about the legendary 1969 Harlem Cultural Festival which celebrated African American music and culture, and promoted Black pride and unity.",English,https://m.media-amazon.com/images/M/MV5BNDE0MDRkODUtMTEwMC00ZWE2LWEyNzgtYzM5ZmVkZGMwMDg4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,96,8.2,"$2,122,771",N/A
254,Nomadland,2020,R,19 Feb 2021,107 min,Drama,Chloé Zhao,"Chloé Zhao, Jessica Bruder","Frances McDormand, David Strathairn, Linda May","A woman in her sixties, after losing everything in the Great Recession, embarks on a journey through the American West, living as a van-dwelling modern-day nomad.",English,https://m.media-amazon.com/images/M/MV5BMDRiZWUxNmItNDU5Yy00ODNmLTk0M2ItZjQzZTA5OTJkZjkyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,93,7.4,"$1,926,706",N/A
255,The Father,2020,PG-13,26 Feb 2021,97 min,Drama,Florian Zeller,"Christopher Hampton, Florian Zeller","Anthony Hopkins, Olivia Colman, Mark Gatiss","A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",English,https://m.media-amazon.com/images/M/MV5BZGJhNWRiOWQtMjI4OS00ZjcxLTgwMTAtMzQ2ODkxY2JkOTVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,88,8.3,"$1,380,902",N/A
256,Queen Bees,2021,PG-13,11 Jun 2021,100 min,"Comedy, Drama, Romance",Michael Lembeck,"Donald Martin, Harrison Powell","Ellen Burstyn, Jane Curtin, Loretta Devine","After reluctantly agreeing to move in to a senior's home, a woman encounters a clique of mean-spirited women and an amorous widower.",English,https://m.media-amazon.com/images/M/MV5BZDNiYTEyNWEtMDUwNy00Njg0LTg0YjQtMmIzNTkwZTkwY2Q0XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,52,5.9,"$1,744,740","Bazelevs Entertainment, TABBAK"
257,Show Me the Father,2021,PG,10 Sep 2021,91 min,"Documentary, Drama",Rick Altizer,N/A,"Jim Daly, Jonathan Evans, Tony Evans",Features captivating stories interwoven with inspirational truths about the fatherhood of God.,English,https://m.media-amazon.com/images/M/MV5BZWJjZWRmZjQtNzQ0Ny00NzY4LTg4MGMtMmU1NTBiZmUzNTUyXkEyXkFqcGdeQXVyMjQ4NTQ5OTY@._V1_SX300.jpg,N/A,6.2,"$1,437,938",N/A
258,Profile,2018,R,14 May 2021,106 min,"Mystery, Thriller",Timur Bekmambetov,"Britt Poulton, Timur Bekmambetov, Olga Kharina","Valene Kane, Morgan Watkins, Christine Adams","An undercover British journalist infiltrates the online propaganda channels of the so-called Islamic State, only to be sucked in by her recruiter.","English, Arabic",https://m.media-amazon.com/images/M/MV5BMjRkYTkyMTQtOGE1NC00NDMxLWJlNzQtYTg3NWJhMzdjYTk0XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,54,6.8,"$1,405,488",N/A
259,Together Together,2021,R,23 Apr 2021,90 min,Comedy,Nikole Beckwith,Nikole Beckwith,"Patti Harrison, Ed Helms, Rosalind Chao","When a young loner becomes the gestational surrogate for a single man in his 40s, the two strangers come to realize this unexpected relationship will challenge their perceptions of connection, boundaries and the particulars of love.",English,https://m.media-amazon.com/images/M/MV5BYTI5MmQ0M2UtMjZkZC00Mjk1LTljZmItN2ZlYzQ3MDdkZTQ3XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,70,6.5,"$15,418,790",N/A
260,Good Joe Bell,2020,R,23 Jul 2021,94 min,"Biography, Drama",Reinaldo Marcus Green,"Diana Ossana, Larry McMurtry","Mark Wahlberg, Reid Miller, Connie Britton","The true story of a small town, working class father who embarks on a solo walk across the U.S. to crusade against bullying after his son is tormented in high school for being gay.",English,https://m.media-amazon.com/images/M/MV5BZGM2MDQ4OTUtNjI3Mi00OTNiLWJhYmYtOTdiN2JiYTNmN2Q0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,54,5.5,"$14,547",N/A
261,Wrong Turn,2003,R,30 May 2003,84 min,"Horror, Thriller",Rob Schmidt,Alan B. McElroy,"Eliza Dushku, Jeremy Sisto, Emmanuelle Chriqui","Chris and a group of five friends are left stranded deep in the middle of the woods after their cars collide. As they venture deeper into the woods, they face an uncertain and bloodcurdling fate.",English,https://m.media-amazon.com/images/M/MV5BMTQwMTkyMTY4M15BMl5BanBnXkFtZTYwMDc0NDE3._V1_SX300.jpg,32,6.1,"$1,113,723",N/A
262,Lamb,2015,R,12 Jan 2016,97 min,Drama,Ross Partridge,"Bonnie Nadzam, Ross Partridge","Ross Partridge, Oona Laurence, Jess Weixler",When a man meets a young girl in a parking lot he attempts to help her avoid a bleak destiny by initiating her into the beauty of the outside world. The journey shakes them in ways neither expects.,English,https://m.media-amazon.com/images/M/MV5BNmYwMWYzNzktZjJkNi00N2JkLThkOWItMTE4NDVjYjc5ZTY4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,62,6.3,N/A,N/A
263,In the Earth,2021,R,16 Apr 2021,107 min,"Horror, Sci-Fi, Thriller",Ben Wheatley,Ben Wheatley,"Joel Fry, Reece Shearsmith, Hayley Squires","As the world searches for a cure to a disastrous virus, a scientist and park scout venture deep in the forest for a routine equipment run.",English,https://m.media-amazon.com/images/M/MV5BMWU0NjMxZGMtMjg5OC00Y2RiLThiMmEtYzYzMmFiNTgyMjM5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,63,5.2,"$684,508",N/A
264,Titane,2021,R,01 Oct 2021,108 min,"Drama, Sci-Fi, Thriller",Julia Ducournau,"Jacques Akchoti, Jean-Christophe Bouzy, Julia Ducournau","Vincent Lindon, Agathe Rousselle, Garance Marillier","Following a series of unexplained crimes, a father is reunited with the son who has been missing for 10 years. Titane : A metal highly resistant to heat and corrosion, with high tensile strength alloys.",French,https://m.media-amazon.com/images/M/MV5BNGJlMTVlYWQtYmM5OC00MDgwLTk3NzAtMGViY2VjOGU0YjlkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,75,6.6,"$888,768",N/A
265,Un rescate de huevitos,2021,PG,12 Aug 2021,88 min,"Animation, Adventure, Comedy","Gabriel Riva Palacio Alatriste, Rodolfo Riva Palacio Alatriste","Eduardo M. Clorio, Iñaki Otero, Gabriel Riva Palacio Alatriste","Marcelo Barcelo, Mauricio Barrientos, Bruno Bichir",Toto and his friends must rescue his egg children after they're taken away for a gourmet food event in Africa.,Spanish,https://m.media-amazon.com/images/M/MV5BNTA2OWFmNDktMGE0OS00Yzg2LTkzODQtNTE3YjNhYTA3YTkzXkEyXkFqcGdeQXVyMTAxNjU3ODY0._V1_SX300.jpg,N/A,6.2,N/A,N/A
266,The Jesus Music,2021,PG-13,01 Oct 2021,109 min,Documentary,"Andrew Erwin, Jon Erwin",Jon Erwin,"Kirk Franklin, Amy Grant, Kevin Max","This documentary reveals Jesus Music's untold story - from its humble beginnings at the Calvary Chapel in Costa Mesa, California through its transformation into the multi-billion-dollar industry of Christian Contemporary Music today.",English,https://m.media-amazon.com/images/M/MV5BOWU1YmI1ZmEtNjUxZC00N2E5LTg1YTItNDBjYmUyZWYxMTY4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,42,7.5,"$837,849",N/A
267,Witnesses,2019,N/A,09 Sep 2019,97 min,"Crime, Horror, Thriller",Christopher Burgart,Christopher Burgart,"Jesse Howland, Conner Floyd, Rachel Clark-Spear",Four college classmates are hunted by a ruthless drug cartel hitman when they inadvertently record a murder while shooting their student film.,"English, Spanish",https://m.media-amazon.com/images/M/MV5BZWMxYTIxYWUtNDFlYS00YjliLTg5NjktNjM3NmMwYzM5MGFiXkEyXkFqcGdeQXVyNTk3MjkwMDM@._V1_SX300.jpg,N/A,4.8,"$836,536",N/A
268,Four Good Days,2020,R,21 May 2021,100 min,Drama,Rodrigo García,"Eli Saslow, Rodrigo García, Amanda Wendler","Glenn Close, Mila Kunis, Stephen Root",A mother helps her daughter work through four crucial days of recovery from substance abuse.,English,https://m.media-amazon.com/images/M/MV5BZDBhMDJkYjItODFlNi00NjMzLWE3MmQtZmUwNGQzMWE4NjMxXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,52,6.6,"$708,122",N/A
269,The Mauritanian,2021,R,02 Mar 2021,129 min,"Drama, Thriller",Kevin Macdonald,"Michael Bronner, Rory Haines, Sohrab Noshirvani","Tahar Rahim, Nouhe Hamady Bari, Saadna Hamoud",Mohamedou Ould Slahi fights for freedom after being detained and imprisoned without charge by the U.S. Government for years.,"English, French, Arabic, German",https://m.media-amazon.com/images/M/MV5BODJlMzdlYzItMzRkNi00NTE0LTliZjQtMTllNzkxNDVhNjkxXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,53,7.5,"$744,813",N/A
270,The Alpinist,2021,PG-13,10 Sep 2021,92 min,Documentary,"Peter Mortimer, Nick Rosen",N/A,"Marc-André Leclerc, Brette Harrington, Peter Mortimer","Marc-André Leclerc climbs alone, far from the limelight. The free-spirited 23-year-old makes some of the boldest solo ascents in history. With no cameras and no margin for error, Leclerc's approach is the essence of solo adventure.",English,https://m.media-amazon.com/images/M/MV5BOWY1NTBmOTQtYzgxMi00NjU0LTliNGEtNmUwNmQzZGVjNzhkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg,66,7.8,"$741,895",N/A
271,Lamb of God: The Concert Film,2021,N/A,12 Mar 2021,90 min,Musical,Rob Gardner,Rob Gardner,"Casey Elliott, Katherine Thomas, Tyler Hardwick","Embrace the hope of Easter and experience the power of the last week of Christ's mortal ministry as told through the internationally acclaimed musical event, Lamb of God. This unique concert film brings award winning composer Rob Gar",English,https://m.media-amazon.com/images/M/MV5BOGE5Njc0MzEtZGY1Zi00ZWViLTkwNmYtOTFmOGMzYzA1OTdkXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_SX300.jpg,N/A,8.4,N/A,N/A
272,French Exit,2020,R,12 Feb 2021,113 min,"Comedy, Drama",Azazel Jacobs,Patrick DeWitt,"Michelle Pfeiffer, Lucas Hedges, Tracy Letts",An aging Manhattan socialite living on what's barely left of her inheritance moves to a small apartment in Paris with her son and cat.,English,https://m.media-amazon.com/images/M/MV5BNjAyMTY0NmMtZDU0Zi00NzhlLWJmM2ItZGVhYjA5MDE3MzI5XkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,56,6.0,"$682,677",N/A
273,Blue Bayou,2021,R,17 Sep 2021,112 min,Drama,Justin Chon,Justin Chon,"Justin Chon, Alicia Vikander, Mark O'Brien","As a Korean-American man raised in the Louisiana bayou works hard to make a life for his family, he must confront the ghosts of his past as he discovers that he could be deported from the only country he has ever called home.",English,https://m.media-amazon.com/images/M/MV5BZjkyNjY1ZDAtMDBmNC00NzU1LTk1MzMtZTc5OWY3ODMwZWIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,60,6.4,"$663,725",N/A
274,Nine Days,2020,R,30 Jul 2021,124 min,"Drama, Fantasy",Edson Oda,Edson Oda,"Winston Duke, Zazie Beetz, Benedict Wong",A reclusive man conducts a series of interviews with human souls for a chance to be born.,English,https://m.media-amazon.com/images/M/MV5BNGUzOTQwZDUtZjkxOS00YjNmLThmMWYtZjA3Y2M4MmU4Mjg0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,73,7.6,"$637,665","Complete Fiction, Media Rights Capital"
275,Our Friend,2019,R,29 Jan 2021,124 min,"Drama, Romance",Gabriela Cowperthwaite,"Brad Ingelsby, Matthew Teague","Jason Segel, Isabella Kai, Violet McGraw","After receiving life-altering news, a couple finds unexpected support from their best friend, who puts his own life on hold and moves into their family home, bringing an impact much greater and more profound than anyone could have im",English,https://m.media-amazon.com/images/M/MV5BZjQxOTY2MzYtZjhhNy00Y2ExLWJiMWYtYTNkMzA2ZTk5MDU4XkEyXkFqcGdeQXVyNTU5Mzk0NjE@._V1_SX300.jpg,57,7.3,"$575,783",N/A
276,The Sparks Brothers,2021,R,18 Jun 2021,140 min,"Documentary, Music",Edgar Wright,N/A,"Ron Mael, Russell Mael, Beck",A musical odyssey through five weird and wonderful decades with Ron and Russell Mael celebrating the inspiring legacy of Sparks.,English,https://m.media-amazon.com/images/M/MV5BNTA0YTE5M2MtZTc0Ny00ODViLWI2ZjItOTU3YzJmNzdhYjI3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,80,7.9,"$572,493",N/A
277,Werewolves Within,2021,R,02 Jul 2021,97 min,"Comedy, Horror",Josh Ruben,Mishna Wolff,"Sam Richardson, Milana Vayntrub, George Basil",Feature adaptation of the video game where werewolves attack a small town.,English,https://m.media-amazon.com/images/M/MV5BZDlkZmY3ZGUtMjY3ZS00MGE4LWFjMjYtZjNmYTE0YWYxOTJmXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,66,6.0,N/A,Arclight Films
278,City of Lies,2018,R,19 Mar 2021,112 min,"Biography, Crime, Drama",Brad Furman,"Randall Sullivan, Christian Contreras","Johnny Depp, Forest Whitaker, Toby Huss",Russell Poole and Jack Jackson investigate the murders of rappers Notorious B.I.G. and Tupac Shakur.,"English, Spanish",https://m.media-amazon.com/images/M/MV5BY2YyNTJjYmMtOGQxZC00N2UxLWEzNjMtOGU3ZjA2MGU1NjA5XkEyXkFqcGdeQXVyMTE1Nzg4NjY0._V1_SX300.jpg,44,6.5,"$521,202",N/A
279,Long Weekend,2008,R,04 Aug 2009,88 min,"Drama, Horror, Thriller",Jamie Blanks,Everett De Roche,"Jim Caviezel, Claudia Karvan, Star",A vacationing couple in the wilderness learns what happens when they disrespect nature.,English,https://m.media-amazon.com/images/M/MV5BNDQ0MGI0MWItMjljMC00ZGVkLTliYWYtNmEwOTAzZTVhNjU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.1,"$470,000",N/A
280,The Truffle Hunters,2020,PG-13,12 Mar 2021,84 min,Documentary,"Michael Dweck, Gregory Kershaw","Michael Dweck, Gregory Kershaw","Piero Botto, Sergio Cauda, Maria Cicciù","Deep in the forests of Piedmont, Italy, a handful of men, seventy or eighty years old, hunt for the rare and expensive white Alba truffle-which to date has resisted all of modern science's efforts at cultivation.",Italian,https://m.media-amazon.com/images/M/MV5BNjBiN2QyZDQtZGJkZS00YjJlLThlNTctYTZlYjU4NzdmYjNkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,84,7.2,"$300,327",N/A
281,Jathi Ratnalu,2021,N/A,11 Mar 2021,145 min,Comedy,Anudeep K.V.,Anudeep K.V.,"Naveen Polishetty, Rahul Ramakrishna, Priyadarshi",The plot revolves around the three prisoners. They get released and plan for a happy life outside. Things take a new turn and bring in a twist. Can they find happiness and love now?,Telugu,https://m.media-amazon.com/images/M/MV5BNTY5ZTcwOTEtNGU0MS00NWFkLWExZDUtMTljY2Y2YWMxNGNlXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_SX300.jpg,N/A,7.6,"$423,602",N/A
282,The Lost Leonardo,2021,PG-13,13 Aug 2021,96 min,Documentary,Andreas Koefoed,"Andreas Dalsgaard, Christian Kirk Muff, Andreas Koefoed","Martin Kemp, Robert K. Wittman, Jerry Saltz","The mystery surrounding the Salvator Mundi, the first painting by Leonardo da Vinci to be discovered for more than a century, which has now seemingly gone missing.","English, French",https://m.media-amazon.com/images/M/MV5BMDdlZjFmNzItYzlmOS00YzMzLTgyZTgtNTQ3ZTdjNzQxN2QxXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,79,7.6,"$418,286",N/A
